year,name,firstname,lastname,position,heightfeet,heightinches,heightinchestotal,weight,arms,hands,fortyyd,twentyyd,tenyd,twentyss,threecone,vertical,broad,bench,round,college,pick,pickround,picktotal,wonderlic,nflgrade,Birth Place,Birthday,College,Experience,Number,Player Id,Position,Years Played
2015,Vic Beasley,Vic,Beasley,OLB,6,3.0000,75.0000,246,0.0000,0.0000,4.5300,0.0000,0.0000,4.1500,6.9100,41.0000,130,35,0,Clemson,,0,0,0,6.1,"Adairsville , GA",7/8/1992,Clemson,3rd season,44,vicbeasley/2552301,OLB,
2015,Blake Bell,Blake,Bell,TE,6,6.0000,78.0000,252,0.0000,0.0000,4.8000,0.0000,0.0000,4.3200,0.0000,33.0000,116,14,0,Oklahoma,,0,0,0,5.2,"Wichita , KS",8/7/1991,Oklahoma,3rd season,84,blakebell/2552478,TE,
2015,Kenny Bell,Kenny,Bell,WR,6,1.0000,73.0000,197,0.0000,0.0000,4.4200,0.0000,0.0000,4.1500,6.6600,41.5000,129,7,0,Nebraska,,0,0,0,5.4,,2/25/1992,Nebraska,2nd season,,kennybell/2552421,WR,
2015,Michael Bennett,Michael,Bennett,DT,6,2.0000,74.0000,293,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,Ohio St.,,0,0,0,6.0,"Avondale , LA",11/13/1985,Texas A&M,9th season,72,michaelbennett/2507617,DE,
2015,Michael Bennett,Michael,Bennett,DT,6,2.0000,74.0000,293,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,Ohio St.,,0,0,0,6.0,"Dayton , OH",2/24/1993,Ohio State,3rd season,96,michaelbennett/2552733,DT,
2015,Angelo Blackson,Angelo,Blackson,DT,6,4.0000,76.0000,318,0.0000,0.0000,5.0200,0.0000,0.0000,4.5700,7.5000,31.0000,101,20,0,Auburn,,0,0,0,5.0,"Townsend , DE",11/14/1992,Auburn,3rd season,95,angeloblackson/2552670,NT,
2015,Brett Boyko,Brett,Boyko,OT,6,7.0000,79.0000,301,0.0000,0.0000,5.6000,0.0000,0.0000,4.7500,7.9100,25.0000,103,0,0,UNLV,,0,0,0,4.8,"Saskatoon , Saskatchewan",8/4/1992,Nevada-Las Vegas,1st season,,brettboyko/2553694,OT,
2015,Nick Boyle,Nick,Boyle,TE,6,4.0000,76.0000,268,0.0000,0.0000,5.0400,0.0000,0.0000,4.2300,0.0000,30.5000,112,20,0,Delaware,,0,0,0,5.2,"Sussex , NJ",2/17/1993,Delaware,3rd season,86,nickboyle/2552402,TE,
2015,Da'Ron Brown,Da'Ron,Brown,WR,6,0.0000,72.0000,205,0.0000,0.0000,4.5400,0.0000,0.0000,4.1100,7.0400,37.0000,120,17,0,Northern Illinois,,0,0,0,4.9,"Chicago , IL",9/21/1991,Northern Illinois,1st season,,da'ronbrown/2552479,WR,
2015,Jamon Brown,Jamon,Brown,OT,6,4.0000,76.0000,323,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,Louisville,,0,0,0,5.3,"Fort Knox , KY",3/15/1993,Louisville,3rd season,68,jamonbrown/2552340,OG,
2015,Malcolm Brown,Malcolm,Brown,RB,5,11.0000,71.0000,224,0.0000,0.0000,4.6200,0.0000,0.0000,4.1500,6.8600,34.5000,117,19,0,Texas,,0,0,0,5.2,"Biloxi , MS",5/15/1993,Texas,2nd season,39,malcolmbrown/2552382,RB,
2015,Malcom Brown,Malcom,Brown,DT,6,2.0000,74.0000,319,0.0000,0.0000,5.0500,0.0000,0.0000,4.5900,7.8400,29.5000,98,26,0,Texas,,0,0,0,6.1,"Brenham , TX",2/2/1994,Texas,3rd season,90,malcombrown/2552483,DT,
2015,Michael Burton,Michael,Burton,FB,5,11.0000,71.0000,242,0.0000,0.0000,4.7400,0.0000,0.0000,4.3400,7.2000,33.0000,115,25,0,Rutgers,,0,0,0,4.8,"Long Valley , NJ",2/1/1992,Rutgers,3rd season,,michaelburton/2552636,RB,
2015,Ibraheim Campbell,Ibraheim,Campbell,SS,5,11.0000,71.0000,208,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,23,0,Northwestern,,0,0,0,5.2,"Germantown, Philadelphia Co. , PA",5/13/1992,Northwestern,3rd season,24,ibraheimcampbell/2552605,SS,
2015,A.J. Cann,A.J.,Cann,OG,6,3.0000,75.0000,313,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,26,0,South Carolina,,0,0,0,6.0,"Bamberg , SC",10/3/1991,South Carolina,3rd season,60,a.j.cann/2552330,OG,
2015,Shane Carden,Shane,Carden,QB,6,2.0000,74.0000,218,0.0000,0.0000,4.9400,0.0000,0.0000,4.4500,7.1700,29.5000,104,0,0,East Carolina,,0,0,0,5.1,"Newport Beach , CA",11/6/1991,East Carolina,1 Season,,shanecarden/2553501,,2015 - 2015
2015,Joe Cardona,Joe,Cardona,LS,6,2.0000,74.0000,242,0.0000,0.0000,4.9100,0.0000,0.0000,0.0000,0.0000,33.0000,0,30,0,Navy,,0,0,0,0.0,"Lemon Grove , CA",4/16/1992,Navy,3rd season,49,joecardona/2552701,LS,
2015,Alex Carter,Alex,Carter,CB,6,0.0000,72.0000,196,0.0000,0.0000,4.5100,0.0000,0.0000,4.0700,7.0500,40.0000,121,17,0,Stanford,,0,0,0,5.5,"Fairfax , VA",10/19/1994,Stanford,1st season,33,alexcarter/2552587,CB,
2015,Alex Carter,Alex,Carter,CB,6,0.0000,72.0000,196,0.0000,0.0000,4.5100,0.0000,0.0000,4.0700,7.0500,40.0000,121,17,0,Stanford,,0,0,0,5.5,"Miami , FL",9/6/1963,Tennessee State,1 Season,,alexcarter/2511176,,1987 - 1987
2015,Donald Celiscar,Donald,Celiscar,CB,5,11.0000,71.0000,194,0.0000,0.0000,4.6200,0.0000,0.0000,0.0000,0.0000,0.0000,120,0,0,Western Michigan,,0,0,0,5.3,Haiti,10/14/1991,Western Michigan,1 Season,,donaldceliscar/2553469,,2015 - 2015
2015,Anthony Chickillo,Anthony,Chickillo,DE,6,3.0000,75.0000,267,0.0000,0.0000,4.7900,0.0000,0.0000,4.2500,7.1700,34.5000,114,27,0,Miami,,0,0,0,5.1,"Lithia , FL",12/10/1992,Miami (Fla.),3rd season,56,anthonychickillo/2552266,OLB,
2015,Frank Clark,Frank,Clark,DE,6,3.0000,75.0000,271,0.0000,0.0000,4.7900,0.0000,0.0000,4.0500,7.0800,38.5000,118,19,0,Michigan,,0,0,0,4.8,"Bakersfield , CA",6/14/1993,Michigan,3rd season,55,frankclark/2552629,DE,
2015,Kaelin Clay,Kaelin,Clay,WR,5,10.0000,70.0000,195,0.0000,0.0000,4.5100,0.0000,0.0000,4.2600,6.9700,33.0000,113,10,0,Utah,,0,0,0,5.1,"Long Island , CA",1/2/1992,Utah,3rd season,,kaelinclay/2552651,WR,
2015,T.J. Clemmings,T.J.,Clemmings,OT,6,5.0000,77.0000,309,0.0000,0.0000,5.1400,0.0000,0.0000,4.5400,7.6800,32.5000,111,22,0,Pittsburgh,,0,0,0,6.1,"Mount Vernon , NY",11/18/1991,Pittsburgh,3rd season,68,t.j.clemmings/2552365,OT,
2015,Sammie Coates,Sammie,Coates,WR,6,1.0000,73.0000,212,0.0000,0.0000,4.4300,0.0000,0.0000,4.0600,6.9800,41.0000,131,23,0,Auburn,,0,0,0,5.6,"Jackson , AL",3/31/1993,Auburn,3rd season,14,sammiecoates/2552470,WR,
2015,Justin Coleman,Justin,Coleman,CB,5,11.0000,71.0000,185,0.0000,0.0000,4.5300,0.0000,0.0000,3.9800,6.6100,37.5000,124,20,0,Tennessee,,0,0,0,5.2,"Columbus , GA",3/27/1993,Tennessee,3rd season,22,justincoleman/2553637,CB,
2015,Tevin Coleman,Tevin,Coleman,RB,5,11.0000,71.0000,206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,22,0,Indiana,,0,0,0,6.1,"Atlanta , GA",4/16/1993,Indiana,3rd season,26,tevincoleman/2552453,RB,
2015,Jalen Collins,Jalen,Collins,CB,6,1.0000,73.0000,203,0.0000,0.0000,4.4800,0.0000,0.0000,4.2700,6.7700,36.0000,124,0,0,LSU,,0,0,0,6.1,"Kansas City , MO",3/20/1993,LSU,3rd season,32,jalencollins/2552573,CB,
2015,La'el Collins,La'el,Collins,OT,6,4.0000,76.0000,305,0.0000,0.0000,5.1200,0.0000,0.0000,4.6300,7.7000,27.0000,108,21,0,LSU,,0,0,0,6.2,"Baton Rouge , LA",7/26/1993,Louisiana State University - Shreveport,3rd season,71,la'elcollins/2553505,OG,
2015,Landon Collins,Landon,Collins,SS,6,0.0000,72.0000,228,0.0000,0.0000,4.5300,0.0000,0.0000,4.3300,7.3800,35.0000,120,0,0,Alabama,,0,0,0,6.4,"New Orleans , LA",1/10/1994,Alabama,3rd season,21,landoncollins/2552454,SS,
2015,Chris Conley,Chris,Conley,WR,6,2.0000,74.0000,213,0.0000,0.0000,4.3500,0.0000,0.0000,4.3000,7.0600,45.0000,139,18,0,Georgia,,0,0,0,5.5,Incirlik Afb Turkey,10/25/1992,Georgia,3rd season,17,chrisconley/2552652,WR,
2015,Amari Cooper,Amari,Cooper,WR,6,1.0000,73.0000,211,0.0000,0.0000,4.4200,0.0000,0.0000,3.9800,6.7100,33.0000,120,0,0,Alabama,,0,0,0,7.0,"Miami , FL",6/17/1994,Alabama,3rd season,89,amaricooper/2552487,WR,
2015,Xavier Cooper,Xavier,Cooper,DT,6,3.0000,75.0000,293,0.0000,0.0000,4.8600,0.0000,0.0000,4.3700,7.2300,29.0000,110,29,0,Washington St.,,0,0,0,5.4,"Olympia , WA",11/30/1991,Washington State,3rd season,96,xaviercooper/2552611,DE,
2015,Christian Covington,Christian,Covington,DT,6,2.0000,74.0000,289,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,Rice,,0,0,0,5.4,Vancouver Canada,10/16/1993,Rice,3rd season,95,christiancovington/2552602,DE,
2015,Jamison Crowder,Jamison,Crowder,WR,5,8.0000,68.0000,185,0.0000,0.0000,4.5600,0.0000,0.0000,4.3200,7.1700,37.0000,115,10,0,Duke,,0,0,0,5.4,"Monroe , NC",6/17/1993,Duke,3rd season,80,jamisoncrowder/2552415,WR,
2015,Ronald Darby,Ronald,Darby,CB,5,11.0000,71.0000,193,0.0000,0.0000,4.3800,0.0000,0.0000,4.1400,6.9400,41.5000,129,12,0,Florida St.,,0,0,0,5.6,"Oxon Hill , MD",1/2/1994,Florida State,3rd season,28,ronalddarby/2552689,CB,
2015,Carl Davis,Carl,Davis,DT,6,5.0000,77.0000,320,0.0000,0.0000,5.0700,0.0000,0.0000,4.4700,7.9100,33.0000,103,0,0,Iowa,,0,0,0,5.9,"Detroit , MI",3/2/1992,Iowa,3rd season,94,carldavis/2552280,DE,
2015,Carl Davis,Carl,Davis,DT,6,5.0000,77.0000,320,0.0000,0.0000,5.0700,0.0000,0.0000,4.4700,7.9100,33.0000,103,0,0,Iowa,,0,0,0,5.9,"Charleston , WV",5/19/1903,West Virginia,2 Seasons,,carldavis/2512526,,1926 - 1927
2015,Geremy Davis,Geremy,Davis,WR,6,2.0000,74.0000,216,0.0000,0.0000,0.0000,0.0000,0.0000,4.1800,6.8600,36.5000,124,23,0,Connecticut,,0,0,0,4.8,"Atlanta , GA",1/10/1992,Connecticut,3rd season,81,geremydavis/2552654,WR,
2015,Mike Davis,Mike,Davis,RB,5,9.0000,69.0000,217,0.0000,0.0000,4.6100,0.0000,0.0000,4.1800,7.0000,34.0000,116,17,0,South Carolina,,0,0,0,5.4,"Dallas , TX",5/11/1992,Texas,1 Season,,mikedavis/2550554,,2014 - 2014
2015,Mike Davis,Mike,Davis,RB,5,9.0000,69.0000,217,0.0000,0.0000,4.6100,0.0000,0.0000,4.1800,7.0000,34.0000,116,17,0,South Carolina,,0,0,0,5.4,"Los Angeles , CA",4/15/1956,Colorado,9 Seasons,,mikedavis/2512598,,1978 - 1987
2015,Mike Davis,Mike,Davis,RB,5,9.0000,69.0000,217,0.0000,0.0000,4.6100,0.0000,0.0000,4.1800,7.0000,34.0000,116,17,0,South Carolina,,0,0,0,5.4,"Springfield , OH",1/14/1972,Cincinnati,2 Seasons,,mikedavis/2500319,,1994 - 1995
2015,Mike Davis,Mike,Davis,RB,5,9.0000,69.0000,217,0.0000,0.0000,4.6100,0.0000,0.0000,4.1800,7.0000,34.0000,116,17,0,South Carolina,,0,0,0,5.4,"Atlanta , GA",2/19/1993,South Carolina,3rd season,,mikedavis/2553439,RB,
2015,Titus Davis,Titus,Davis,WR,6,1.0000,73.0000,196,0.0000,0.0000,4.5100,0.0000,0.0000,4.2800,7.1400,32.5000,119,0,0,Central Michigan,,0,0,0,5.4,"Wheaton , IL",1/3/1993,Central Michigan,1st season,,titusdavis/2553874,WR,
2015,Tyeler Davison,Tyeler,Davison,DT,6,2.0000,74.0000,316,0.0000,0.0000,5.1800,0.0000,0.0000,4.4600,7.5300,33.0000,105,32,0,Fresno St.,,0,0,0,5.5,"Phoenix , AZ",9/23/1992,Fresno State,3rd season,95,tyelerdavison/2552329,DT,
2015,Ryan Delaire,Ryan,Delaire,DE,6,4.0000,76.0000,254,0.0000,0.0000,4.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0,23,0,Towson,,0,0,0,5.0,"Hartford , CT",1/17/1992,Towson,3rd season,91,ryandelaire/2553706,DE,
2015,A.J. Derby,A.J.,Derby,TE,6,4.0000,76.0000,255,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,15,0,Arkansas,,0,0,0,5.3,"Iowa City , IA",9/20/1991,Arkansas,3rd season,83,a.j.derby/2552580,TE,
2015,Xzavier Dickson,Xzavier,Dickson,OLB,6,3.0000,75.0000,260,0.0000,0.0000,4.7400,0.0000,0.0000,4.5300,7.5600,29.5000,100,19,0,Alabama,,0,0,0,5.1,"Griffin , GA",9/11/1992,Alabama,1 Season,,xzavierdickson/2552682,,2015 - 2015
2015,Quandre Diggs,Quandre,Diggs,CB,5,9.0000,69.0000,196,0.0000,0.0000,4.5600,0.0000,0.0000,4.1500,7.2200,35.5000,113,17,0,Texas,,0,0,0,5.2,"Houston , TX",1/22/1993,Texas,3rd season,28,quandrediggs/2552262,CB,
2015,Stefon Diggs,Stefon,Diggs,WR,6,0.0000,72.0000,195,0.0000,0.0000,4.4600,0.0000,0.0000,4.3200,7.0300,35.0000,115,0,0,Maryland,,0,0,0,5.6,"Alexandria , VA",11/29/1993,Maryland,3rd season,14,stefondiggs/2552608,WR,
2015,Andrew Donnal,Andrew,Donnal,OT,6,6.0000,78.0000,313,0.0000,0.0000,5.3100,0.0000,0.0000,4.7700,7.8400,32.0000,101,17,0,Iowa,,0,0,0,5.4,"Monclova , OH",3/3/1992,Iowa,3rd season,64,andrewdonnal/2552352,OT,
2015,Phillip Dorsett,Phillip,Dorsett,WR,5,10.0000,70.0000,185,0.0000,0.0000,4.3300,0.0000,0.0000,4.1100,6.7000,37.0000,122,13,0,Miami,,0,0,0,5.7,"West Park , FL",1/5/1993,Miami (Fla.),3rd season,15,phillipdorsett/2552424,WR,
2015,Lorenzo Doss,Lorenzo,Doss,CB,5,10.0000,70.0000,182,0.0000,0.0000,4.5000,0.0000,0.0000,4.2600,7.2000,33.5000,115,9,0,Tulane,,0,0,0,5.6,"New Orleans , LA",4/20/1994,Tulane,3rd season,37,lorenzodoss/2552599,CB,
2015,Jamil Douglas,Jamil,Douglas,OG,6,4.0000,76.0000,304,0.0000,0.0000,5.2500,0.0000,0.0000,4.7500,7.9900,29.0000,99,28,0,Arizona State,,0,0,0,5.2,"Compton , CA",2/28/1992,Arizona State,2nd season,,jamildouglas/2552339,OG,
2015,Kurtis Drummond,Kurtis,Drummond,FS,6,1.0000,73.0000,208,0.0000,0.0000,4.6500,0.0000,0.0000,4.3300,7.0900,39.5000,119,0,0,Michigan St.,,0,0,0,5.5,"Youngstown , OH",1/29/1992,Michigan State,3rd season,23,kurtisdrummond/2553519,FS,
2015,Bud Dupree,Bud,Dupree,OLB,6,4.0000,76.0000,269,0.0000,0.0000,4.5600,0.0000,0.0000,0.0000,0.0000,42.0000,138,0,0,Kentucky,,0,0,0,5.9,"Macon , GA",2/12/1993,Kentucky,3rd season,,buddupree/2552289,OLB,
2015,Mario Edwards, Jr.,Mario,Edwards, Jr.,DT,6,3.0000,75.0000,279,0.0000,0.0000,4.8400,0.0000,0.0000,4.5500,7.4400,32.5000,120,32,0,Florida St.,,0,0,"Gautier , MS",1/25/1994,Florida State,3rd season,,marioedwards/2553433,DE,
2015,Mario Edwards, Jr.,Mario,Edwards, Jr.,DT,6,3.0000,75.0000,279,0.0000,0.0000,4.8400,0.0000,0.0000,4.5500,7.4400,32.5000,120,32,0,Florida St.,,0,0,"Gautier , MS",12/1/1975,Florida State,5 Seasons,,marioedwards/2504235,,2000 - 2004
2015,Kyle Emanuel,Kyle,Emanuel,OLB,6,3.0000,75.0000,255,0.0000,0.0000,4.7700,0.0000,0.0000,4.2500,7.1000,34.0000,120,27,0,North Dakota St.,,0,0,0,5.5,"Schuyler , NE",8/16/1991,North Dakota State,3rd season,51,kyleemanuel/2552296,OLB,
2015,Cameron Erving,Cameron,Erving,C,6,5.0000,77.0000,313,0.0000,0.0000,5.1500,0.0000,0.0000,4.6300,7.4800,30.5000,112,30,0,Florida St.,,0,0,0,5.8,"Moultrie , GA",8/23/1992,Florida State,3rd season,74,cameronerving/2552240,C,
2015,Tayo Fabuluje,Tayo,Fabuluje,OG,6,6.0000,78.0000,353,0.0000,0.0000,5.5500,0.0000,0.0000,4.7700,0.0000,29.5000,0,0,0,TCU,,0,0,0,5.3,Lagos Nigeria,7/17/1991,Texas Christian,1 Season,,tayofabuluje/2552577,,2015 - 2015
2015,Cody Fajardo,Cody,Fajardo,QB,6,1.0000,73.0000,223,0.0000,0.0000,4.6300,0.0000,0.0000,4.1000,6.9500,32.5000,118,0,0,Nevada,,0,0,0,5.0,,3/29/1992,Nevada,1 Season,,codyfajardo/2553645,,2015 - 2015
2015,Jon Feliciano,Jon,Feliciano,OG,6,4.0000,76.0000,323,0.0000,0.0000,5.3300,0.0000,0.0000,4.7400,0.0000,26.5000,97,0,0,Miami,,0,0,0,4.8,"Davie , FL",2/10/1992,Miami (Fla.),3rd season,76,jonfeliciano/2552343,OG,
2015,B.J. Finney,B.J.,Finney,C,6,4.0000,76.0000,318,0.0000,0.0000,5.2500,0.0000,0.0000,4.7600,0.0000,24.0000,99,20,0,Kansas St.,,0,0,0,5.6,"Wichita , KS",10/26/1991,Kansas State,2nd season,67,b.j.finney/2553711,OG,
2015,Jake Fisher,Jake,Fisher,OT,6,6.0000,78.0000,306,0.0000,0.0000,5.0100,0.0000,0.0000,4.3300,7.2500,32.5000,0,25,0,Oregon,,0,0,0,5.7,"Traverse City , MI",4/23/1993,Oregon,3rd season,74,jakefisher/2552360,OT,
2015,Ereck Flowers,Ereck,Flowers,OT,6,6.0000,78.0000,329,0.0000,0.0000,5.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0,37,0,Miami,,0,0,0,6.0,"Topeka , KS",4/25/1994,Miami (Fla.),3rd season,74,ereckflowers/2552452,OT,
2015,Trey Flowers,Trey,Flowers,DE,6,2.0000,74.0000,266,0.0000,0.0000,4.9300,0.0000,0.0000,4.4000,7.3400,36.5000,121,28,0,Arkansas,,0,0,0,5.6,"Huntsville , AL",8/16/1993,Arkansas,3rd season,98,treyflowers/2552278,DE,
2015,Jalston Fowler,Jalston,Fowler,FB,5,11.0000,71.0000,254,0.0000,0.0000,4.9400,0.0000,0.0000,4.4000,7.5600,33.5000,114,23,0,Alabama,,0,0,0,5.1,"Mobile , AL",7/26/1990,Alabama,3rd season,45,jalstonfowler/2552464,FB,
2015,Dante Fowler, Jr.,Dante,Fowler, Jr.,OLB,6,3.0000,75.0000,261,0.0000,0.0000,4.6000,0.0000,0.0000,4.3200,7.4000,32.5000,112,19,0,Florida,,0,0,"St. Petersburg , FL",8/3/1994,Florida,3rd season,56,dantefowler/2553431,DE,
2015,Alani Fua,Alani,Fua,OLB,6,5.0000,77.0000,238,0.0000,0.0000,4.7300,0.0000,0.0000,4.1500,6.8300,34.5000,118,18,0,BYU,,0,0,0,5.3,"San Fernando , CA",1/1/1992,Brigham Young,3rd season,59,alanifua/2553523,OLB,
2015,Devin Funchess,Devin,Funchess,WR,6,4.0000,76.0000,232,0.0000,0.0000,4.7000,0.0000,0.0000,0.0000,0.0000,38.5000,122,17,0,Michigan,,0,0,0,5.6,"Farmington Hills , MI",5/21/1994,Michigan,3rd season,17,devinfunchess/2552458,WR,
2015,Max Garcia,Max,Garcia,C,6,4.0000,76.0000,309,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,Florida,,0,0,0,5.2,"Norcross , GA",11/9/1991,Florida,3rd season,76,maxgarcia/2552583,OG,
2015,Clayton Geathers,Clayton,Geathers,SS,6,2.0000,74.0000,218,0.0000,0.0000,4.5500,0.0000,0.0000,4.2700,7.2100,37.0000,120,22,0,Central Florida,,0,0,0,5.2,"Georgetown , SC",6/1/1992,Central Florida,3rd season,26,claytongeathers/2552386,FS,
2015,Laurence Gibson,Laurence,Gibson,OT,6,6.0000,78.0000,305,0.0000,0.0000,5.0400,0.0000,0.0000,4.5600,7.7200,33.5000,113,24,0,Virginia Tech,,0,0,0,4.9,"Fort Bragg , NC",3/19/1991,Virginia Tech,1st season,,laurencegibson/2552665,OT,
2015,Mark Glowinski,Mark,Glowinski,OG,6,4.0000,76.0000,307,0.0000,0.0000,5.2000,0.0000,0.0000,4.5800,7.5600,29.5000,113,31,0,West Virginia,,0,0,0,5.4,"Wilkes Barre , PA",5/3/1992,West Virginia,3rd season,63,markglowinski/2552467,OG,
2015,Markus Golden,Markus,Golden,DE,6,2.0000,74.0000,260,0.0000,0.0000,4.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,Missouri,,0,0,0,5.5,"Elsberry , MO",3/13/1991,Missouri,3rd season,44,markusgolden/2552273,OLB,
2015,Eddie Goldman,Eddie,Goldman,DT,6,4.0000,76.0000,336,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,Florida St.,,0,0,0,6.1,"Washington , DC",1/6/1994,Florida State,3rd season,91,eddiegoldman/2552489,NT,
2015,Senquez Golson,Senquez,Golson,CB,5,9.0000,69.0000,176,0.0000,0.0000,4.4600,0.0000,0.0000,4.2000,6.8100,33.5000,120,15,0,Mississippi,,0,0,0,5.8,"Pascagoula , MS",7/7/1993,Mississippi,3rd season,27,senquezgolson/2552264,CB,
2015,Antwan Goodley,Antwan,Goodley,WR,5,10.0000,70.0000,209,0.0000,0.0000,4.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,Baylor,,0,0,0,5.5,,9/6/1991,Baylor,1st season,,antwangoodley/2553526,WR,
2015,Melvin Gordon,Melvin,Gordon,RB,6,1.0000,73.0000,215,0.0000,0.0000,4.5200,0.0000,0.0000,4.0700,7.0400,35.0000,126,19,0,Wisconsin,,0,0,0,6.2,"Kenosha , WI",4/13/1993,Wisconsin,3rd season,28,melvingordon/2552469,RB,
2015,Doran Grant,Doran,Grant,CB,5,10.0000,70.0000,200,0.0000,0.0000,4.4400,0.0000,0.0000,4.3300,0.0000,33.0000,116,21,0,Ohio St.,,0,0,0,5.3,"Akron , OH",11/30/1992,Ohio State,2nd season,,dorangrant/2552440,CB,
